episode_id,episode_index,top_video_path,wrist_video_path,frame_index,timestamp_sec,top_point_x,top_point_y,wrist_point_x,wrist_point_y,shape_word,prompt,top_raw_frame_path,top_marked_frame_path,top_marked_video_path,wrist_raw_frame_path,wrist_marked_frame_path,wrist_marked_video_path,saved_at
episode_000010,10,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000010.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000010.mp4,5,0.5,51,74,89,62,smaller square-like,"Observe the shapes shown, wait, then touch the object which is smaller square-like.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000010_frame_000005.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000010_frame_000005_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000010_frame_000005_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000010_frame_000005.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000010_frame_000005_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000010_frame_000005_red_point_from_here.mp4,2026-06-22T01:30:57.162508+00:00
episode_000011,11,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000011.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000011.mp4,6,0.6,81,69,33,73,cylinder,"Observe the shapes shown, wait, then touch the object which is cylinder.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000011_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000011_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000011_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000011_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000011_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000011_frame_000006_red_point_from_here.mp4,2026-06-22T01:31:16.783806+00:00
episode_000012,12,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000012.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000012.mp4,7,0.7,63,82,65,53,ring-shaped,"Observe the shapes shown, wait, then touch the object which is ring-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000012_frame_000007.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000012_frame_000007_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000012_frame_000007_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000012_frame_000007.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000012_frame_000007_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000012_frame_000007_red_point_from_here.mp4,2026-06-22T01:31:34.389233+00:00
episode_000013,13,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000013.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000013.mp4,6,0.6,77,74,40,58,U-shaped,"Observe the shapes shown, wait, then touch the object which is U-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000013_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000013_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000013_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000013_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000013_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000013_frame_000006_red_point_from_here.mp4,2026-06-22T01:31:45.959616+00:00
episode_000014,14,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000014.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000014.mp4,8,0.8,50,75,91,62,square,"Observe the shapes shown, wait, then touch the object which is square.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000014_frame_000008.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000014_frame_000008_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000014_frame_000008_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000014_frame_000008.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000014_frame_000008_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000014_frame_000008_red_point_from_here.mp4,2026-06-22T01:32:07.323785+00:00
episode_000015,15,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000015.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000015.mp4,7,0.7,50,76,83,59,ball-shaped,"Observe the shapes shown, wait, then touch the object which is ball-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000015_frame_000007.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000015_frame_000007_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000015_frame_000007_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000015_frame_000007.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000015_frame_000007_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000015_frame_000007_red_point_from_here.mp4,2026-06-22T01:32:35.310053+00:00
episode_000016,16,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000016.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000016.mp4,11,1.1,50,75,87,67,ball-shaped,"Observe the shapes shown, wait, then touch the object which is ball-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000016_frame_000011.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000016_frame_000011_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000016_frame_000011_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000016_frame_000011.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000016_frame_000011_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000016_frame_000011_red_point_from_here.mp4,2026-06-22T01:32:44.348462+00:00
episode_000017,17,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000017.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000017.mp4,7,0.7,82,68,31,76,ring-shaped,"Observe the shapes shown, wait, then touch the object which is ring-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000017_frame_000007.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000017_frame_000007_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000017_frame_000007_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000017_frame_000007.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000017_frame_000007_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000017_frame_000007_red_point_from_here.mp4,2026-06-22T01:32:58.843526+00:00
episode_000018,18,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000018.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000018.mp4,10,1.0,69,80,53,61,square,"Observe the shapes shown, wait, then touch the object which is square.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000018_frame_000010.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000018_frame_000010_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000018_frame_000010_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000018_frame_000010.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000018_frame_000010_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000018_frame_000010_red_point_from_here.mp4,2026-06-22T01:33:10.904545+00:00
episode_000019,19,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000019.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000019.mp4,6,0.6,72,79,53,50,U-shaped,"Observe the shapes shown, wait, then touch the object which is U-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000019_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000019_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000019_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000019_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000019_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000019_frame_000006_red_point_from_here.mp4,2026-06-22T01:33:23.550216+00:00
episode_000020,20,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000020.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000020.mp4,6,0.6,44,67,107,82,cylinder,"Observe the shapes shown, wait, then touch the object which is cylinder.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000020_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000020_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000020_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000020_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000020_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000020_frame_000006_red_point_from_here.mp4,2026-06-22T01:33:46.530341+00:00
episode_000021,21,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000021.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000021.mp4,5,0.5,80,61,33,107,square,"Observe the shapes shown, wait, then touch the object which is square.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000021_frame_000005.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000021_frame_000005_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000021_frame_000005_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000021_frame_000005.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000021_frame_000005_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000021_frame_000005_red_point_from_here.mp4,2026-06-22T01:34:12.753696+00:00
episode_000022,22,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000022.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000022.mp4,6,0.6,48,67,99,78,ring-like,"Observe the shapes shown, wait, then touch the object which is ring-like.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000022_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000022_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000022_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000022_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000022_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000022_frame_000006_red_point_from_here.mp4,2026-06-22T01:34:37.157786+00:00
episode_000023,23,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000023.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000023.mp4,10,1.0,82,68,33,74,ball-shaped,"Observe the shapes shown, wait, then touch the object which is ball-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000023_frame_000010.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000023_frame_000010_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000023_frame_000010_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000023_frame_000010.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000023_frame_000010_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000023_frame_000010_red_point_from_here.mp4,2026-06-22T01:34:50.874695+00:00
episode_000024,24,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000024.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000024.mp4,6,0.6,52,75,90,58,plus-shaped,"Observe the shapes shown, wait, then touch the object which is plus-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000024_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000024_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000024_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000024_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000024_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000024_frame_000006_red_point_from_here.mp4,2026-06-22T01:35:15.181760+00:00
episode_000025,25,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000025.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000025.mp4,8,0.8,51,74,85,64,ball-shaped,"Observe the shapes shown, wait, then touch the object which is ball-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000025_frame_000008.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000025_frame_000008_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000025_frame_000008_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000025_frame_000008.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000025_frame_000008_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000025_frame_000008_red_point_from_here.mp4,2026-06-22T01:35:35.527560+00:00
episode_000026,26,/home/yan/myProjects/GenMem/annotation/observation.images.top/episode_000026.mp4,/home/yan/myProjects/GenMem/annotation/observation.images.wrist/episode_000026.mp4,6,0.6,76,74,43,63,ring-shaped,"Observe the shapes shown, wait, then touch the object which is ring-shaped.",/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/top/episode_000026_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/top/episode_000026_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/top/episode_000026_frame_000006_red_point_from_here.mp4,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/raw_frames/wrist/episode_000026_frame_000006.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_frames/wrist/episode_000026_frame_000006_red_point.png,/home/yan/myProjects/GenMem/annotation/shape_prompt_annotations/marked_videos/wrist/episode_000026_frame_000006_red_point_from_here.mp4,2026-06-22T01:35:51.288021+00:00
